$x$	$y$
0.892296688820177	0.225432114934727
0.152020110753379	0.360699186976686
0.641653056628964	0.960594209076113
0.549104306195813	0.609623544104308
0.152048580287905	0.39846707379324
0.153499605952634	0.120774535796723
0.613015189027873	0.528766568018156
0.117788565009072	0.361861273202044
0.284347484818095	0.887300813668089
0.69294642683025	0.60498327900956
0.596896386548548	0.995388200998314
0.464680507067607	0.620879962798474
0.8726420403562	0.678572656902129
0.446551078665165	0.524172893275607
0.273888876740134	0.535926650496028
0.125281367567274	0.013334625320487
0.114992803906502	0.92942316991749
0.554915595528711	0.584206309184826
0.676278011098709	0.779563285396449
0.906963479558036	0.367468132719889
0.86133597979722	0.840810850854761
0.991088475971759	0.032634702606014
0.69841078103563	0.506778332324152
0.585444139435583	0.999645999647546
0.225091816188327	0.517289271581715
0.738440529381435	0.118259619441776
0.722410760049727	0.843723058951957
0.390878399448977	0.078497759713239
0.426247092446653	0.232502511276174
0.354749526752243	0.250121786865032
0.166852511278446	0.972714090791913
0.257800189337052	0.680213953926796
0.199649565074674	0.362353815903714
0.395030713331733	0.070979547373232
0.723990149875864	0.072517407356113
0.987212547933882	0.408653172394497
0.451484777327242	0.127406908005347
0.070803262294848	0.361711056093188
0.437881819363785	0.62766421295971
0.277367133471516	0.63929474877884
0.734968389111802	0.458203502275975
0.690648447970953	0.442400978553647
0.763719470147551	0.179585499947416
0.890931153149185	0.491535081119181
0.734147512763017	0.304865051008565
0.862335884544712	0.711066318092368
0.283771741299005	0.299117220900636
0.507379694540956	0.233670926402333

