$x$	$y$
0.64512711989551	2.0152871007291
0.912034614227419	2.82835716304981
0.038914286794942	-0.354163784288203
0.904647585612873	3.54860584856637
0.243839891168789	0.249597882323479
0.563135067327164	1.45641251902221
0.726381269473737	2.37257247967558
0.272217113376434	0.214803395020572
0.967529113653381	3.27230777343777
0.78066235186007	2.76167199218307
0.734245795926545	2.26383949406697
0.331643148308466	0.499288838579576
0.529065342437289	1.44429830425875
0.905933525566676	2.69198032735864
0.354679439930902	1.3518543237285
0.9735545581425	3.55414801495225
0.051455883311133	-0.280704994391
0.900040133737659	3.13971286395549
0.990172377200463	3.47569959972278
0.935455135677004	3.65971743395639
0.602762619664531	2.2338782999073
0.979799714314453	3.28853552920676
0.248272027590582	0.809783205270175
0.863853840062193	2.467328525331
0.363214654066827	0.658221127087584
0.360544568044629	1.09835949869509
0.415008459930362	0.986957563096795
0.348523624975271	1.21341175868792
0.34121017969319	0.838655106925923
0.592947976588285	1.98284861037169
0.072710498492116	-0.36118561513828
0.492435263986834	1.69437848522648
0.568217728320321	1.84643288659568
0.864527819063855	2.85129788002143
0.929913949240725	3.21879475519659
0.453697373566999	1.80247116156058
0.148898160214301	-0.106726317118781
0.307127533716716	0.410412929921271
0.825538918961021	2.64110232698946
0.192868533436527	0.067538067458444
0.422403057963531	1.1662036913643
0.325816598884309	0.44694168671509
0.216310843801481	0.781589927776304
0.993496671728979	3.19771832178843
0.050086790991314	-0.171770647538715
0.064141362722239	-0.303640483578116
0.716248040177196	2.13295461513195
0.07869504452427	-0.232424806907502

